,acc_test,acc_train,acc_val,fn_test,fn_val,fp_test,fp_val,name,precision_test,precision_val,recall_test,recall_val,roc_acc,roc_val
0,0.7852635812866086,0.8085452082054322,0.8328690807799443,7952,31,9132,29,Logistic Regression Stop TFIDF Ngrams,0.7774691132392719,0.8388888888888889,0.8004867400958426,0.8296703296703297,0.7852336725591931,0.8329142608803627
1,0.7886950400965334,0.8066419067679996,0.8245125348189415,7811,32,9000,31,Logistic Regression Stop TFIDF Ngrams Limited,0.7807338108463675,0.8287292817679558,0.8040243871841835,0.8241758241758241,0.788664922742491,0.8245172906189855
2,0.7792176776691219,0.8037125293731608,0.7827298050139275,8250,38,9315,40,Logistic Regression Lemm TFIDF No CV,0.7723718293338546,0.782608695652174,0.7930100107885691,0.7912087912087912,0.7791905800649479,0.7826100453219097
